id,hole,index,par,shots
25,5,3,4,t300.f78.g13-11x2
25,6,6,3,t167.r30-5.r8-12.g6-6
25,7,7,4,t280.f38.g21-11x4
25,8,4,4,t273.r125r.g24-9x3
25,9,9,3,t115.g10-2x2
26,1,4,4,t347.f111.g18-6x2
26,2,8,4,t348.r163.f9-7.g7-6x2
26,3,3,5,t530.f261.f58.r6-11
26,4,1,4,t404.r133.s15-9.g10-9x2
26,5,5,3,t175.g8-3x2
26,6,7,5,t460.y226l.f204.r15-5.g10-1
26,7,6,4,t371.f110.f6-9.g3-7
26,8,2,4,t415.f172.f6-5.g10-12x2
26,9,9,3,t133.g13-9x2
27,1,2,4,t358.r101r.s11-6.g64-2x3
27,2,10,5,t478.f205.f78.g10-11
27,3,12,3,t130.g14-8x2
27,4,6,4,t322.f70.g10-5x2
27,5,4,4,t325.f120.f79r.r38r.r26r.g14-11x2
27,6,18,3,t174.r38l.g11-3x2
27,7,14,4,t331.y148l.f122.r8-7.g7-3x2
27,8,8,4,t315.f102.f5-5.g4-12
27,9,16,4,t250.r112.g30-10x3
28,1,2,5,t452.r240r.y54r.g35-11x4
28,2,1,5,t425.r201r.r25-8.g9-6
28,3,8,4,t222.s38-5.f10-6.g6-3
28,4,5,3,t210.r7-11.g14-6x2
28,5,3,4,t300.t310.r108r.f33-7.g12-6x2
28,6,6,3,t167.t176.s20-9.f5-2.g1-3
28,7,7,4,t285.f44.g5-11
28,8,4,4,t272.f34.r4-1.g3-6
28,9,9,3,t150.f8-3.g6-7x2
29,1,7,4,t386.r151r.s20-10.g12-6x2
29,2,13,4,t310.f115.g14-8x2
29,3,3,4,t416.r140r.r9-1.g2-3
29,4,15,3,t193.f5-3.g1-5
29,5,9,4,t351.r131r.g12-8x2
29,6,5,4,t360.r120r.f8-4.g13-6x3
29,7,1,4,t325x3.f164.r66r.r8-11.g1-9
29,8,17,3,t170x2.r60-7.f30-6.g15-6x2
29,9,11,4,t348.r118l.g6-5
29,10,8,4,t342.r118r.r8-1.g12-12x3
29,11,4,5,t502.r202lx2.r60-5.g15-9x3
29,12,2,4,t400.f162.g21-7x2
29,13,18,3,t117.r17-5.g10-1x2
29,14,10,4,t350.r96l.g11-12x2
29,15,16,3,t162.r11-3x4,g2-1
29,16,12,4,t337.y163r.r129l.g20-10x3
29,17,14,4,t270.r45l.g9-9x2
29,18,6,5,t470.f242.r73r.g27-9x3
30,1,15,4,t320.r98r.f8-5.g5-11
30,2,7,4,t327.s116r.f7-5.g5-6x2
30,3,17,3,t122.g6-10x2
30,4,13,4,t295.f99.g18-7x2
30,5,11,3,t189.s14-9.g7-1x2
30,6,1,5,t437.s190lx2.r65r.g9-6x2
30,7,5,4,t356x2.r135r.r55r.f6-5
30,8,9,4,t382.f130.g23-6x3
30,9,3,4,t354.r108r.g24-3x2
31,1,2,5,t480.r230r.r42l.r7-11.f3-6.g3-7x2
31,2,1,5,t474.r218l.f33.g10-6x2
31,3,8,4,t228.r38l.g15-5x2
31,4,5,3,t204.r115-5.g23-6x2
31,5,3,4,t325.r142r.g16-9x2
31,6,6,3,t189.r28-4.g15-6x3
31,7,7,4,t305.f43.g21-2x2
31,8,4,4,t290.r56l.f44-6.g9-3x2
31,9,9,3,t157.g31-3x3
32,1,13,4,t283.r76r.r10-12.g18-1x2
32,2,17,3,t135.r9-4.g10-1
32,3,1,5,t520.f260.f111.g30-7x3
32,4,15,4,t312.y140r.f12.g4-11x2
32,5,5,4,t380.y178l.f80.g23-11x2
32,6,7,4,t386.f152.f10-6.g12-6x2
32,7,3,4,t359.f132.f9-5.g4-3x3
32,8,11,3,t190.r47-4.g12-6
32,9,9,5,t460.r251r.y164r.f100.r7-9.g6-12x2
32,10,14,4,t300.f95.r9-8.g9-6x2
32,11,18,3,t176.g12-9x2
32,12,8,4,t370.f128.r8-5.g9-12x2
32,13,4,4,t382.y174r.f102.f7-11.g1-8
32,14,6,4,t316.f112.g7-8x2
32,15,2,5,t508.f264.f105.r9-4.g8-1x2
32,16,12,4,t363.f105.f9-5.g8-2x2
32,17,16,3,t136.g12-10x2
32,18,10,5,t436x3.f173.r9-8.g4-2
33,1,2,5,t465.r220l.f49.g18-6x2
33,2,1,5,t457.r238r.r67l.f10-9.g5-6x2
33,3,8,4,t226.r30.g6-12x2
33,4,5,3,t202.r7-1.g4-5
33,5,3,4,t271.f120.r13-8.g11-4x2
33,6,6,3,t165.r16-3.r10-11.f8-6.g5-9
33,7,7,4,t288.f31.g11-1x2
33,8,4,4,t272x2.r76r.r31-5.r8-12.g2-10
33,9,9,3,t114.g21-6x2
34,1,12,4,t322.r134r.g18-3x3
34,2,10,4,t310.f115.f8-6.g7-6x2
34,3,18,3,t161.s23-8.g12-7
34,4,16,4,t309.f124.g28-3x2
34,5,14,3,t174.g28-6x3
34,6,8,5,t510.r326r.f102.r11-3.g4-4x2
34,7,4,4,t330x3.y130lx2.r110l.g15-12x2
34,8,2,4,t390.f136.g16-8x3
34,9,6,4,t345.r212l.r167l.g27-6x2
34,10,11,4,t303.r61-l.g4-6
34,11,13,4,t266.f114.g15-12x3
34,12,17,3,t103.g36-8x3
34,13,5,4,t368.f153.g13-3x2
34,14,1,4,t396.f176x3.f11-7.g7-5
34,15,7,5,t468.f227.r42-4.g15-5x2
34,16,9,4,t336.f189x3.r26-4.g22-6x2
34,17,15,3,t164.s8-3.g4-4x2
34,18,3,4,t389.r199r.r30-5.s20-6x2.g5-7x2
35,1,8,5,t480.f289.f78.g18-6x2
35,2,14,4,t272.f117.f7-3.g4-6
35,3,16,3,t95.g44-6x3
35,4,6,4,t373.f121.g16-7x2
35,5,18,3,t116.r14-12.g2-2
35,6,4,4,t383x2.r155r.r22-6.g21-6x2
35,7,10,5,t471.f309.f117.g21-8x2
35,8,12,3,t150.g56x2
35,9,2,5,t537.f373.f150.f6-6.g6-6x2
35,10,13,4,t310.r104r.g26-4x2
35,11,9,3,t173.g34-5x3
35,12,7,5,t437.r206r.f86x3.g18-9x2
35,13,15,4,t265.f84.g26-8x2
35,14,17,3,t135.g22-5x2
35,15,3,4,t363x2.f127.g16-10x2
35,16,11,5,t425.f189.g10-2x2
35,17,1,4,t392x3.f170.r10-9.g9-11x2
35,18,5,4,t302.r114l.g5-9x3
36,1,15,5,t445.r231l.r160-6.r34-6.r4-12.g10-12
36,2,9,5,t476.f250.f9-5.g6-7x2
36,3,17,3,t117.g30-5x2
36,4,3,4,t403.r171r.s25-7.r18-6.g10-1x2
36,5,13,3,t193.r44-4.g28-6x2
36,6,1,4,t402.r187l.r96l.f10-7.g11-6x2
36,7,7,4,t319.r144r.g15-3x2
36,8,5,4,t365.r143.r11-12.g6-2x2
36,9,11,4,t253.r96l.r13-11.r8-6.g11-6
36,10,6,3,t175.r34-5.g11-5x2
36,11,18,5,t428.y373rx2.f227.f11-6.g23-6x2
36,12,4,4,t368.f164.r11-4.f4-12.g3-2
36,13,10,3,t168.r16-4.g7-11x2
36,14,14,4,t348.r146r.f12-7.g15-5x2
36,15,8,4,t345.r131l.r13-12.g11-12x2
36,16,16,4,t340.r95r.g24-6x2
36,17,12,5,t490.y271r.r183r.r8-3.g2-4
36,18,2,4,t360.y184r.f150.r11-5.f4-6
37,1,9,5,t420.f224.f36.r5-11.g7-11
37,2,7,4,t319.r111r.y76r.r6-11.g2-5
37,3,1,4,t370.f128.r7-3.g1-7
37,4,17,3,t135.g25-12x3
37,5,5,4,t352.f174.r36-5.g16-6x2
37,6,11,3,t161.s15-4.g10-6x2
37,7,15,4,t245.f74.f20-6.g10-6x2
37,8,13,3,t111.g7-12x2
37,9,3,4,t379.f179.f25-6.g21-6x3
37,10,12,4,t295.f88x2.r54-4.r36-6
37,11,18,4,t326.f121.g15-2x2
37,12,8,5,t465.r284r.r118l.r20-8.g2-5
37,13,10,4,t334.y113l.f64.g20-6x2
37,14,14,3,t145.g12-3x2
37,15,4,4,t345.r121r.g27-8x2
37,16,2,4,t381.r202r.r110r.f12-6.g7-11x2
37,17,6,3,t198x2.r33-5.g7-3x2
37,18,16,5,t392x2.r182r.r25-3.f7-1.g4-11
38,1,13,3,t153.r24-8.g1-8
38,2,15,3,t143.r25-8.g10-7
38,3,5,4,t279.r93l.r85l.r25-7.r12-12.g8-2x2
38,4,17,4,t205.r78r.r6-9.g15-12x2
38,5,3,3,t148.g7-6x2
38,6,1,3,t151.r12-12.g12-12
38,7,9,4,t235.f54.g4-5x2
38,8,7,3,t107.r35-7.r15-12.g7-6x2
38,9,11,3,t119.g16-7x2
39,1,3,4,t419.y223r.r154r.f48-7.g7-10x2
39,2,17,3,t176.f40-5.r6-6.g9-11x2
39,3,1,4,t378.r132r.f24-6.g10-4x2
39,4,9,5,t528.y311r.r275l.r114r.r22-7.g20-5x2
39,5,5,4,t390.r155r.g28-10x2
39,6,13,4,t355.f144.s7-10.g3-6x2
39,7,15,3,t182.g33-5x3
39,8,11,4,t372.r158r.r9-3.g18-12x3
39,9,7,5,t532.r267l.f109.g5-5x2
39,10,8,4,t392.f158.r17-9x2.g12-7x2
39,11,18,3,t150.g14-8x2
39,12,14,5,t479.r278r.f170.f35-5.r9-12.f5-6.g4-12
39,13,10,4,t341.r118r.r60-6.g4-8
39,14,4,4,t390x3.r123l.r11-2.g9-6x2
39,15,6,4,t378.r148r.r30-5x2.g12-6x2
39,16,2,4,t405.f155.s12-4.g12-6x2
39,17,16,3,t144.f6-3.g5-12
39,18,12,5,t496.s271r.r241r.r148r.f60.g11-10x2
40,1,11,4,t355.r176lx2.r46-2.f9-1.g4-5
40,2,15,3,t180.g16-3x2
40,3,3,4,t347x3.f127.g27-5x2
40,4,13,4,t324.r213r.f82.r20-11.g25-5x2
40,5,7,4,t351.f130.g16-8x2
40,6,1,4,t442.f201.f22-6.g15-3x2
40,7,17,3,t191.r10-3.g2-2
40,8,5,4,t386.r200r.g14-1x2
40,9,9,5,t405.f196.r50-5.r14-12.g7-2x2
40,10,14,4,t310.f90.g22-6x2
40,11,2,4,t406.y172l.r102r.f12-6.g2-4
40,12,18,3,t140.g25-6x2
40,13,4,4,t420.f198.s10-4.g22-12x3
40,14,6,4,t410.y171l.f110.g19-6x2
40,15,16,3,t157.r59-7.g24-11x3
40,16,12,4,t361.f110.g34-6x2
40,17,10,5,t518.f292.f98.g25-4x2
40,18,8,5,t500.f269.f110.r6-11.g16-12x2
41,1,8,5,t471.f267.f71.f31.g5-10
41,2,14,4,t290.f135.f31-7.g16-6
41,3,16,3,t108.g22-11x2
41,4,6,4,t377.f128.g28-5x3
41,5,18,3,t108.g7-11x2
41,6,4,4,t385.f161.g39-7x2
41,7,10,5,t472.f271.r129r.r13-1.g11-6x2
41,8,12,3,t141.f4-3.g7-11x2
41,9,2,5,t496.f276.r95r.g20-8x2
41,10,13,4,t310.s113l.f103.r31-11.f19-1.g2-6
41,11,9,3,t178.r11-8.g7-7x2
41,12,7,5,t435x3.f215.s10-9.g7-5x2
41,13,15,4,t265.f58.g15-7x2
41,14,17,3,t138.s9-5.g9-2x2
41,15,3,4,t364.s167l.f70.g21-6x2
41,16,11,5,t423.f184.g6-9
41,17,1,4,t382.f182.g11-1x2
41,18,5,4,t303.f110x2.r19-11.g7-7x2
42,1,2,5,t476.f216.r103l.f20-6.g24-12x2
42,2,1,5,t468.f230.f33-6.g1-12
42,3,8,4,t231.f27-6.g2-6
42,4,5,3,t217.r10-8.g2-5
42,5,3,4,t318.f150.r28-9.r30-12.g18-1x2
42,6,6,3,t183.f4-7.g2-7
42,7,7,4,t298.f38.g13-3x2
42,8,4,4,t292.r39r.g12-3x2
42,9,9,3,t153.r20-3.g7-11x2
43,1,5,4,t388.r169r.r40-6.g15-11x2
43,2,11,5,t478.r200l.s16-4.g11-5x2
43,3,7,4,t364.f155.r80-5.g6-6
43,4,1,4,t438.r235r.f65-6.g10-10x2
43,5,15,3,t156.g20-4x3
43,6,9,4,t323.y112rx6
43,7,13,4,t288.y66r.r30-1.f12-6.g11-6
43,8,17,3,t135.g9-3x3
43,9,3,4,t359.f130.f9-4.g1-2
44,1,15,4,t313.f110.f44-6.g7-2x3
44,2,7,4,t315x3.f180.r29-5.g8-12x2
44,3,17,3,t123.s14-6.s7-12x2.g12-12x2
44,4,13,4,t285.f100.r15-10.f5-5.g1-2
44,5,11,3,t177.r22-8.g15-4x2
44,6,1,5,t388.s151l.g22-2.f5-10.g1-6
44,7,5,4,t344.f133.r18-3.g7-2x2
44,8,9,4,t328.r165r.r5-4.g2-12x2
44,9,3,4,t348.r188r.r41-7.g21-12x2
45,1,7,4,t316.r122l.s27-7.g11-9x2
45,2,3,5,t503.f271.f97.g15-6x2
45,3,17,3,t152.r21-5x3.g12-12x3
45,4,9,5,t423.s186r.f172.g18-11x2
45,5,15,3,t147.f27-5.g4-5x2
45,6,13,4,t297.f95.g12-5x3
45,7,1,4,t428.f192.f9-6.g5-1x2
45,8,11,4,t301.f98.g24-6x2
45,9,5,4,t332.f90.g5-2
45,10,2,5,t497.r237l.r95r.g14-7x3
45,11,18,3,t153x6
45,12,12,4,t312.f93.g16-3x2
45,13,10,4,t314.f92.g13-3x2
45,14,6,4,t362.f162.f28-6.g4-8x2
45,15,16,3,t177.f4-3.g5-11
45,16,8,4,t351.f156.g17-4x2
45,17,14,4,t365.r86l.f10-8.g2-11x2
45,18,4,5,t520.f246x3.s118-5x3.g4-8x2
46,1,6,4,t360.r130l.f33-6.g15-6x3
46,2,12,4,t263.r57r.g13-3x2
46,3,16,3,t146.f39-6.g27-11x2
46,4,2,4,t387.f202.r11-5.g18-1x3
46,5,4,5,t475.f212.f15-4.g8-6
46,6,14,3,t181.s27-3.r17-6.g8-9x2
46,7,10,4,t339.r111l.r10-11.g16-6x3
46,8,18,3,t135.r20-8x2.g24-6x2
46,9,8,5,t468.y239r.f138.s7-9.r12-12.g12-7x2
47,1,9,5,t422.r206r.r36-5.g14-1x3
47,2,7,4,t318.r99r.r11-4.g3-3
47,3,1,4,t366x2.y186r.f86.r9-5.g16-11x2
47,4,17,3,t130.g4-4x2
47,5,5,4,t354.r125l.r8-6.g3-11
47,6,11,3,t148.r36-7.g27-6x2
47,7,15,4,t255.y86r.r13-8.g9-6x2
47,8,13,3,t10.g14-9x2
47,9,3,4,t386.f157.g5-3x2
48,1,3,5,t462.f230.r55-5.g6-4x2
48,2,1,5,t422.r201l.f9-5.g8-12x2
48,3,15,4,t222.r40-3.g10-11x2
48,4,11,3,t191.f63-6.g6-9
48,5,7,4,t292.f109.f10-7.g6-1x2
48,6,13,4,t290.f30.g18-12x2
48,7,9,4,t270.r100r.g18-1x3
48,8,17,3,t161.g11-3x2
48,9,5,5,t462.r220r.r106-7.r8-7.g6-7
49,1,11,4,t362.r199l.r25-7.g24-6x2
49,2,13,4,t307.f90.r14-12.g4-4
49,3,5,5,t475.f264.f81.g25-6x2
49,4,17,3,t115.g12-11x2
49,5,3,4,t400x3.y175r.f50.g24-11x2
49,6,7,4,t356.y143r.f60.f11-6.g2-6
49,7,9,4,t396.r179l.g30-10
49,8,15,3,t167.f12-6.g6-8x2
49,9,1,4,t442.f215.r33-3.g10-7
49,10,2,4,t416.r246r.g24-5x2
49,11,10,4,t334.f114.f10-6.g23-12.f4-11.g5-12x2
49,12,6,4,t368.f91.g12-6x2
49,13,8,4,t337.f142.f20-4.g1-6
49,14,16,3,t147.g36-3x3
49,15,4,5,t496.f238.f67.g16-1x3
49,16,14,4,t310.f98x2.r33-1.g23-1x2
49,17,18,3,t135.g15-6x2
49,18,12,4,t364.f117.f7-7.g2-6
50,1,15,5,t450.f224.f31-7.g33-6x2
50,2,9,5,t470.r236l.f39-7.f10-12.g5-12x2
50,3,17,3,t126.f28-6.g3-9
50,4,3,4,t403.r154l.f30-6.g13-12x2
50,5,13,3,t190.g27-6x3
50,6,1,4,t389.f145.f27-6.g13-12x2
50,7,7,4,t322.f150.g25-4x2
50,8,5,4,t352.f123.f7-8.g8-7x3
50,9,11,4,t256.f54.g10-5x2
51,1,9,5,t401.r160r.s15-3.g6-6x2
51,2,7,4,t326.f105.g20-10x3
51,3,1,4,t362.r132l.g36-11x2
51,4,17,3,t124.r12-11.g9-5x2
51,5,5,4,t352.f132.f9-5.g2-11
51,6,11,3,t153.r33-4.r10-12.g4-5x2
51,7,15,4,t239.f85.g13-7x2
51,8,13,3,t118.g33-8x3
51,9,3,4,t391.r179l.r15-5.f10-12.g14-1x2
52,1,2,5,t470.r241l.r90r.r27-2.g15-6x2
52,2,1,5,t466x2.r260r.r93r.r31l.g14-5x3
52,3,8,4,t225.r48-4.g7-1x2
52,4,5,3,t220.r48-9.g12-3x2
52,5,3,4,t289.y161r.f161.g22-11x2
52,6,6,3,t166.s15-3.g18-6x2
52,7,7,4,t330.f15.f4-2.g1-1
52,8,4,4,t275.r190.r40-7x2.g6-6x2
52,9,9,3,t154.g23-7x2
53,1,11,4,t355.r154l.r28-3.g11-6x2
53,2,15,3,t175.g48-4x3
53,3,3,4,t358.f141.g28-10x4
53,4,13,4,t318.r64r.g15-3x2
53,5,7,4,t353.y125l.r74-6.f6-6.g4-6
53,6,1,4,t432.f187.f20-4.g23-12x2
53,7,17,3,t174.s15-6.g8-3x2
53,8,5,4,t399.r233r.f127.g10-1x3
53,9,9,5,t410.f181.r53-6.g12-12x2
53,10,14,4,t309.f103.g6-5x2
53,11,2,4,t417.f145.s18-5.f5-12.g2-3
53,12,18,3,t133.f15-1.g15-9x2
53,13,4,4,t412.f141.g3-8
53,14,6,4,t387.r170r.r37-7.g27-12x2
53,15,16,3,t160.g28-6x2
53,16,12,4,t366.f115.g10-1x2
53,17,10,5,t521.f267.r126l.g18-8x3
53,18,8,5,t497.y267r.f150.g8-11x2
54,1,2,5,t473.r237l.f68.g20-11x3
54,2,1,5,t475.y387l.y296l.y230l.r131l.f19-6.g4-2x2
54,3,8,4,t237.r78-7.f21-6.g8-1x2
54,4,5,3,t227.f11-8.g11-4x2
54,5,3,4,t325.r113r.f33-7.g9-5
54,6,6,3,t177.r24-5.g7-6x2
54,7,7,4,t303.r76r.g15-6x4
54,8,4,4,t302.r113r.f4-6.g5-6x2
54,9,9,3,t151x2.f55-6.g9-3x2
55,1,6,4,t348.s112l.r25-12.g36-6x3
55,2,12,4,t260.r75r.r25-5x2.g18-3x2
55,3,16,3,t450.f49-5.g18-6x3
55,4,2,4,t402.r217l.r99-5.r5-4.g2-3
55,5,4,5,t480x2.r264l.r102r.r6-1.g8-6x2
55,6,14,3,t173.f21-6.g5-4x2
55,7,10,4,t340.f90.g15-12x2
55,8,18,3,t141.s7-9x2.g6-10x2
55,9,8,5,t464x3.r257l.f122.s28-6.r18-12.g15-1x2
56,1,1,4,t372.f77.g7-6x2
56,2,11,5,t489.y245r.r182.f11-8.g1-12
56,3,13,3,t143.r25-5.f8-12.g6-7x2
56,4,5,4,t338x3.f68.g18-6x2
56,5,3,4,t349.y148r.f34.g11-7x2
56,6,17,3,t190x2.r31-8.g15-12x2
56,7,7,4,t341.f154.f63-6.y27-12.r12-5.g8-11
56,8,9,4,t305.y223r.f125.r5-7.g6-2x2
56,9,15,4,t280.r58l.g22-10x3
57,1,7,4,t416.f163.r36-5.r21-5x2.g18-12x3
57,2,1,5,t506.f250.f58.f29-6.g7-12
57,3,17,3,t170.g12-11x2
57,4,11,4,t395.r168r.r32-3.f12-11.g9-5
57,5,15,3,t163.f34-7.g11-6x3
57,6,13,5,t452.r303l.f72.g12-1
57,7,5,4,t338.f103.g13-2x2
57,8,9,4,t289x3.r78l.g25-11x3
57,9,3,4,t401.f181.f18-7.g9-7x2
57,10,16,3,t148.r21-4.g3-10
